location,year,month,day,hour,minutes,seconds,temperature(C)
studyroom,2017,8,20,9,22,3,20.38
studyroom,2017,8,20,9,23,4,20.31
studyroom,2017,8,20,9,24,5,20.31
studyroom,2017,8,20,9,25,6,20.31
studyroom,2017,8,20,9,26,7,20.31
studyroom,2017,8,20,9,27,8,20.38
studyroom,2017,8,20,9,28,9,20.31
studyroom,2017,8,20,9,29,10,20.38
studyroom,2017,8,20,9,30,11,20.31
studyroom,2017,8,20,9,31,12,20.31
studyroom,2017,8,20,9,32,13,20.31
studyroom,2017,8,20,9,33,14,20.31
studyroom,2017,8,20,9,34,16,20.31
studyroom,2017,8,20,9,35,17,20.31
studyroom,2017,8,20,9,36,18,20.31
studyroom,2017,8,20,9,37,19,20.31
studyroom,2017,8,20,9,38,20,20.31
studyroom,2017,8,20,9,39,21,20.31
studyroom,2017,8,20,9,40,22,20.31
studyroom,2017,8,20,9,41,23,20.31
studyroom,2017,8,20,9,42,24,20.38
studyroom,2017,8,20,9,43,25,20.38
studyroom,2017,8,20,9,44,26,20.38
studyroom,2017,8,20,9,45,27,20.38
studyroom,2017,8,20,9,46,28,20.38
studyroom,2017,8,20,9,47,29,20.31
studyroom,2017,8,20,9,48,30,20.38
studyroom,2017,8,20,9,49,31,20.31
studyroom,2017,8,20,9,50,32,20.25
studyroom,2017,8,20,9,51,33,20.25
studyroom,2017,8,20,9,52,34,20.25
studyroom,2017,8,20,9,53,35,20.13
studyroom,2017,8,20,9,54,36,20.06
studyroom,2017,8,20,9,55,37,20.13
studyroom,2017,8,20,9,56,38,20.19
studyroom,2017,8,20,9,57,39,20.19
studyroom,2017,8,20,9,58,40,20.25
studyroom,2017,8,20,9,59,41,20.25
studyroom,2017,8,20,10,0,42,20.31
studyroom,2017,8,20,10,1,43,20.31
studyroom,2017,8,20,10,2,44,20.31
studyroom,2017,8,20,10,3,45,20.31
studyroom,2017,8,20,10,4,46,20.31
studyroom,2017,8,20,10,5,47,20.25
studyroom,2017,8,20,10,6,48,20.25
studyroom,2017,8,20,10,7,49,20.19
studyroom,2017,8,20,10,8,50,20.19
studyroom,2017,8,20,10,9,51,20.19
studyroom,2017,8,20,10,10,52,20.19
studyroom,2017,8,20,10,11,53,20.19
studyroom,2017,8,20,10,12,54,20.19
studyroom,2017,8,20,10,13,55,20.19
studyroom,2017,8,20,10,14,56,20.19
studyroom,2017,8,20,10,15,57,20.25
studyroom,2017,8,20,10,16,58,20.25
studyroom,2017,8,20,10,17,59,20.25
studyroom,2017,8,20,10,19,0,20.31
studyroom,2017,8,20,10,20,1,20.25
studyroom,2017,8,20,10,21,2,20.19
studyroom,2017,8,20,10,22,3,20.25
studyroom,2017,8,20,10,23,4,20.25
studyroom,2017,8,20,10,24,5,20.31
studyroom,2017,8,20,10,25,6,20.31
studyroom,2017,8,20,10,26,7,20.31
studyroom,2017,8,20,10,27,8,20.25
studyroom,2017,8,20,10,28,9,20.25
studyroom,2017,8,20,10,29,10,20.25
studyroom,2017,8,20,10,30,11,20.25
studyroom,2017,8,20,10,31,12,20.19
studyroom,2017,8,20,10,32,13,20.31
studyroom,2017,8,20,10,33,14,20.31
studyroom,2017,8,20,10,34,15,20.44
studyroom,2017,8,20,10,35,16,20.44
studyroom,2017,8,20,10,36,17,20.44
studyroom,2017,8,20,10,37,18,20.44
studyroom,2017,8,20,10,38,19,20.44
studyroom,2017,8,20,10,39,20,20.38
studyroom,2017,8,20,10,40,21,20.38
studyroom,2017,8,20,10,41,22,20.38
studyroom,2017,8,20,10,42,23,20.38
studyroom,2017,8,20,10,43,24,20.38
studyroom,2017,8,20,10,44,24,20.44
studyroom,2017,8,20,10,45,25,20.44
studyroom,2017,8,20,10,46,26,20.44
studyroom,2017,8,20,10,47,27,20.38
studyroom,2017,8,20,10,48,28,20.38
studyroom,2017,8,20,10,49,29,20.25
studyroom,2017,8,20,10,50,30,20.25
studyroom,2017,8,20,10,51,31,20.13
studyroom,2017,8,20,10,52,32,20.19
studyroom,2017,8,20,10,53,33,20.06
studyroom,2017,8,20,10,54,34,20.13
studyroom,2017,8,20,10,55,35,20.25
studyroom,2017,8,20,10,56,36,20.31
studyroom,2017,8,20,10,57,37,20.25
studyroom,2017,8,20,10,58,38,20.31
studyroom,2017,8,20,10,59,39,20.19
studyroom,2017,8,20,11,0,40,20.19
studyroom,2017,8,20,11,1,41,20.19
studyroom,2017,8,20,11,2,42,20.25
studyroom,2017,8,20,11,3,43,20.25
studyroom,2017,8,20,11,4,44,20.31
studyroom,2017,8,20,11,5,45,20.38
studyroom,2017,8,20,11,6,46,20.38
studyroom,2017,8,20,11,7,47,20.38
studyroom,2017,8,20,11,8,48,20.31
studyroom,2017,8,20,11,9,49,20.38
studyroom,2017,8,20,11,10,50,20.38
studyroom,2017,8,20,11,11,51,20.38
studyroom,2017,8,20,11,12,51,20.38
studyroom,2017,8,20,11,13,52,20.38
studyroom,2017,8,20,11,14,53,20.38
studyroom,2017,8,20,11,15,54,20.38
studyroom,2017,8,20,11,16,55,20.38
studyroom,2017,8,20,11,17,56,20.31
studyroom,2017,8,20,11,18,57,20.25
studyroom,2017,8,20,11,19,58,20.25
studyroom,2017,8,20,11,20,59,20.31
studyroom,2017,8,20,11,22,0,20.25
studyroom,2017,8,20,11,23,0,20.38
studyroom,2017,8,20,11,24,1,20.38
studyroom,2017,8,20,11,25,2,20.38
studyroom,2017,8,20,11,26,3,20.38
studyroom,2017,8,20,11,27,4,20.38
studyroom,2017,8,20,11,28,5,20.38
studyroom,2017,8,20,11,29,6,20.44
studyroom,2017,8,20,11,30,7,20.44
studyroom,2017,8,20,11,31,8,20.44
studyroom,2017,8,20,11,32,9,20.44
studyroom,2017,8,20,11,33,9,20.50
studyroom,2017,8,20,11,34,10,20.50
studyroom,2017,8,20,11,35,11,20.50
studyroom,2017,8,20,11,36,12,20.50
studyroom,2017,8,20,11,37,13,20.50
studyroom,2017,8,20,11,38,14,20.56
studyroom,2017,8,20,11,39,14,20.56
studyroom,2017,8,20,11,40,15,20.50
studyroom,2017,8,20,11,41,16,20.50
studyroom,2017,8,20,11,42,17,20.56
studyroom,2017,8,20,11,43,18,20.63
studyroom,2017,8,20,11,44,18,20.63
studyroom,2017,8,20,11,45,19,20.63
studyroom,2017,8,20,11,46,20,20.63
studyroom,2017,8,20,11,47,21,20.69
studyroom,2017,8,20,11,48,22,20.63
studyroom,2017,8,20,11,49,22,20.69
studyroom,2017,8,20,11,50,23,20.69
studyroom,2017,8,20,11,51,24,20.75
studyroom,2017,8,20,11,52,25,20.69
studyroom,2017,8,20,11,53,26,20.63
studyroom,2017,8,20,11,54,26,20.69
studyroom,2017,8,20,11,55,27,20.69
studyroom,2017,8,20,11,56,28,20.69
studyroom,2017,8,20,11,57,29,20.69
studyroom,2017,8,20,11,58,30,20.69
studyroom,2017,8,20,11,59,30,20.75
studyroom,2017,8,20,12,0,31,20.75
studyroom,2017,8,20,12,1,32,20.75
studyroom,2017,8,20,12,2,33,20.81
studyroom,2017,8,20,12,3,34,20.88
studyroom,2017,8,20,12,4,34,20.88
studyroom,2017,8,20,12,5,35,20.88
studyroom,2017,8,20,12,6,36,20.94
studyroom,2017,8,20,12,7,37,20.94
studyroom,2017,8,20,12,8,37,20.88
studyroom,2017,8,20,12,9,38,20.88
studyroom,2017,8,20,12,10,39,20.81
studyroom,2017,8,20,12,11,39,20.81
studyroom,2017,8,20,12,12,40,20.75
studyroom,2017,8,20,12,13,41,20.75
studyroom,2017,8,20,12,14,42,20.81
studyroom,2017,8,20,12,15,43,20.81
studyroom,2017,8,20,12,16,43,20.81
studyroom,2017,8,20,12,17,44,20.81
studyroom,2017,8,20,12,18,45,20.81
studyroom,2017,8,20,12,19,46,20.81
studyroom,2017,8,20,12,20,47,20.88
studyroom,2017,8,20,12,21,47,20.94
studyroom,2017,8,20,12,22,48,20.94
studyroom,2017,8,20,12,23,49,21.00
studyroom,2017,8,20,12,24,50,21.00
studyroom,2017,8,20,12,25,51,21.00
studyroom,2017,8,20,12,26,51,21.06
studyroom,2017,8,20,12,27,52,21.06
studyroom,2017,8,20,12,28,53,21.12
studyroom,2017,8,20,12,29,53,21.12
studyroom,2017,8,20,12,30,54,21.19
studyroom,2017,8,20,12,31,55,21.19
studyroom,2017,8,20,12,32,55,21.19
studyroom,2017,8,20,12,33,56,21.06
studyroom,2017,8,20,12,34,57,21.12
studyroom,2017,8,20,12,35,58,21.06
studyroom,2017,8,20,12,36,58,21.12
studyroom,2017,8,20,12,37,59,21.06
studyroom,2017,8,20,12,39,0,21.00
studyroom,2017,8,20,12,40,0,21.00
studyroom,2017,8,20,12,41,1,21.00
studyroom,2017,8,20,12,42,2,21.00
studyroom,2017,8,20,12,43,3,21.00
studyroom,2017,8,20,12,44,3,21.00
studyroom,2017,8,20,12,45,4,21.06
studyroom,2017,8,20,12,46,5,21.06
studyroom,2017,8,20,12,47,6,21.00
studyroom,2017,8,20,12,48,6,21.00
studyroom,2017,8,20,12,49,7,21.06
studyroom,2017,8,20,12,50,8,21.00
studyroom,2017,8,20,12,51,8,20.94
studyroom,2017,8,20,12,52,9,20.94
studyroom,2017,8,20,12,53,10,21.00
studyroom,2017,8,20,12,54,11,21.00
studyroom,2017,8,20,12,55,11,21.00
studyroom,2017,8,20,12,56,12,21.06
studyroom,2017,8,20,12,57,13,21.06
studyroom,2017,8,20,12,58,14,21.00
studyroom,2017,8,20,12,59,14,21.06
studyroom,2017,8,20,13,0,15,21.06
studyroom,2017,8,20,13,1,16,21.12
studyroom,2017,8,20,13,2,16,21.12
studyroom,2017,8,20,13,3,17,21.19
studyroom,2017,8,20,13,4,18,21.12
studyroom,2017,8,20,13,5,18,21.12
studyroom,2017,8,20,13,6,19,21.19
studyroom,2017,8,20,13,7,20,21.12
studyroom,2017,8,20,13,8,21,21.12
studyroom,2017,8,20,13,9,21,21.12
studyroom,2017,8,20,13,10,22,21.12
studyroom,2017,8,20,13,11,23,21.19
studyroom,2017,8,20,13,12,23,21.19
studyroom,2017,8,20,13,13,24,21.19
studyroom,2017,8,20,13,14,25,21.19
studyroom,2017,8,20,13,15,25,21.12
studyroom,2017,8,20,13,16,26,21.12
studyroom,2017,8,20,13,17,27,21.12
studyroom,2017,8,20,13,18,28,21.12
studyroom,2017,8,20,13,19,28,21.12
studyroom,2017,8,20,13,20,29,21.12
studyroom,2017,8,20,13,21,30,21.12
studyroom,2017,8,20,13,22,30,21.06
studyroom,2017,8,20,13,23,31,21.00
studyroom,2017,8,20,13,24,32,21.06
studyroom,2017,8,20,13,25,32,21.06
studyroom,2017,8,20,13,26,33,21.00
studyroom,2017,8,20,13,27,34,21.00
studyroom,2017,8,20,13,28,34,21.12
studyroom,2017,8,20,13,29,35,21.06
studyroom,2017,8,20,13,30,36,21.12
studyroom,2017,8,20,13,31,36,21.12
studyroom,2017,8,20,13,32,37,21.19
studyroom,2017,8,20,13,33,38,21.12
studyroom,2017,8,20,13,34,38,21.12
studyroom,2017,8,20,13,35,39,21.12
studyroom,2017,8,20,13,36,40,21.12
studyroom,2017,8,20,13,37,41,21.12
studyroom,2017,8,20,13,38,41,21.19
studyroom,2017,8,20,13,39,42,21.12
studyroom,2017,8,20,13,40,43,21.19
studyroom,2017,8,20,13,41,43,21.19
studyroom,2017,8,20,13,42,44,21.19
studyroom,2017,8,20,13,43,45,21.19
studyroom,2017,8,20,13,44,45,21.12
studyroom,2017,8,20,13,45,46,21.19
studyroom,2017,8,20,13,46,47,21.19
studyroom,2017,8,20,13,47,47,21.25
studyroom,2017,8,20,13,48,48,21.31
studyroom,2017,8,20,13,49,49,21.31
studyroom,2017,8,20,13,50,49,21.38
studyroom,2017,8,20,13,51,50,21.38
studyroom,2017,8,20,13,52,51,21.38
studyroom,2017,8,20,13,53,51,21.44
studyroom,2017,8,20,13,54,52,21.44
studyroom,2017,8,20,13,55,52,21.50
studyroom,2017,8,20,13,56,53,21.50
studyroom,2017,8,20,13,57,54,21.50
studyroom,2017,8,20,13,58,54,21.50
studyroom,2017,8,20,13,59,55,21.50
studyroom,2017,8,20,14,0,55,21.50
studyroom,2017,8,20,14,1,56,21.44
studyroom,2017,8,20,14,2,57,21.38
studyroom,2017,8,20,14,3,57,21.25
studyroom,2017,8,20,14,4,58,21.31
studyroom,2017,8,20,14,5,58,21.19
studyroom,2017,8,20,14,6,59,21.12
studyroom,2017,8,20,14,8,0,21.19
studyroom,2017,8,20,14,9,0,21.19
studyroom,2017,8,20,14,10,1,21.19
studyroom,2017,8,20,14,11,2,21.25
studyroom,2017,8,20,14,12,2,21.19
studyroom,2017,8,20,14,13,3,21.19
studyroom,2017,8,20,14,14,3,21.25
studyroom,2017,8,20,14,15,4,21.25
studyroom,2017,8,20,14,16,5,21.31
studyroom,2017,8,20,14,17,5,21.31
studyroom,2017,8,20,14,18,6,21.31
studyroom,2017,8,20,14,19,6,21.38
studyroom,2017,8,20,14,20,7,21.31
studyroom,2017,8,20,14,21,8,21.31
studyroom,2017,8,20,14,22,8,21.31
studyroom,2017,8,20,14,23,9,21.31
studyroom,2017,8,20,14,24,9,21.25
studyroom,2017,8,20,14,25,10,21.31
studyroom,2017,8,20,14,26,10,21.25
studyroom,2017,8,20,14,27,11,21.25
studyroom,2017,8,20,14,28,12,21.19
studyroom,2017,8,20,14,29,12,21.12
studyroom,2017,8,20,14,30,13,21.12
studyroom,2017,8,20,14,31,13,21.06
studyroom,2017,8,20,14,32,14,21.12
studyroom,2017,8,20,14,33,15,21.19
studyroom,2017,8,20,14,34,15,21.19
studyroom,2017,8,20,14,35,16,21.19
studyroom,2017,8,20,14,36,17,21.19
studyroom,2017,8,20,14,37,17,21.19
studyroom,2017,8,20,14,38,18,21.19
studyroom,2017,8,20,14,39,18,21.19
studyroom,2017,8,20,14,40,19,21.19
studyroom,2017,8,20,14,41,20,21.19
studyroom,2017,8,20,14,42,20,21.19
studyroom,2017,8,20,14,43,21,21.19
studyroom,2017,8,20,14,44,21,21.19
studyroom,2017,8,20,14,45,22,21.19
studyroom,2017,8,20,14,46,23,21.12
studyroom,2017,8,20,14,47,23,21.19
studyroom,2017,8,20,14,48,24,21.19
studyroom,2017,8,20,14,49,24,21.19
studyroom,2017,8,20,14,50,25,21.19
studyroom,2017,8,20,14,51,26,21.19
studyroom,2017,8,20,14,52,26,21.19
studyroom,2017,8,20,14,53,27,21.25
studyroom,2017,8,20,14,54,28,21.25
studyroom,2017,8,20,14,55,28,21.25
studyroom,2017,8,20,14,56,29,21.31
studyroom,2017,8,20,14,57,29,21.25
studyroom,2017,8,20,14,58,30,21.25
studyroom,2017,8,20,14,59,31,21.25
studyroom,2017,8,20,15,0,31,21.25
studyroom,2017,8,20,15,1,32,21.19
studyroom,2017,8,20,15,2,33,21.25
studyroom,2017,8,20,15,3,33,21.31
studyroom,2017,8,20,15,4,34,21.31
studyroom,2017,8,20,15,5,34,21.25
studyroom,2017,8,20,15,6,35,21.19
studyroom,2017,8,20,15,7,36,21.25
studyroom,2017,8,20,15,8,36,21.19
studyroom,2017,8,20,15,9,37,21.19
studyroom,2017,8,20,15,10,38,21.25
studyroom,2017,8,20,15,11,38,21.38
studyroom,2017,8,20,15,12,39,21.44
studyroom,2017,8,20,15,13,39,21.44
studyroom,2017,8,20,15,14,40,21.44
studyroom,2017,8,20,15,15,41,21.50
studyroom,2017,8,20,15,16,41,21.56
studyroom,2017,8,20,15,17,42,21.63
studyroom,2017,8,20,15,18,42,21.56
studyroom,2017,8,20,15,19,43,21.63
studyroom,2017,8,20,15,20,44,21.63
studyroom,2017,8,20,15,21,44,21.63
studyroom,2017,8,20,15,22,45,21.63
studyroom,2017,8,20,15,23,45,21.63
studyroom,2017,8,20,15,24,46,21.63
studyroom,2017,8,20,15,25,46,21.63
studyroom,2017,8,20,15,26,47,21.69
studyroom,2017,8,20,15,27,47,21.69
studyroom,2017,8,20,15,28,48,21.69
studyroom,2017,8,20,15,29,48,21.56
studyroom,2017,8,20,15,30,49,21.56
studyroom,2017,8,20,15,31,50,21.63
studyroom,2017,8,20,15,32,50,21.63
studyroom,2017,8,20,15,33,51,21.69
studyroom,2017,8,20,15,34,51,21.63
studyroom,2017,8,20,15,35,52,21.63
studyroom,2017,8,20,15,36,52,21.56
studyroom,2017,8,20,15,37,53,21.63
studyroom,2017,8,20,15,38,53,21.56
studyroom,2017,8,20,15,39,54,21.56
studyroom,2017,8,20,15,40,54,21.50
studyroom,2017,8,20,15,41,55,21.50
studyroom,2017,8,20,15,42,55,21.50
studyroom,2017,8,20,15,43,56,21.44
studyroom,2017,8,20,15,44,56,21.44
studyroom,2017,8,20,15,45,57,21.38
studyroom,2017,8,20,15,46,57,21.38
studyroom,2017,8,20,15,47,58,21.38
studyroom,2017,8,20,15,48,58,21.44
studyroom,2017,8,20,15,49,59,21.38
studyroom,2017,8,20,15,50,59,21.38
studyroom,2017,8,20,15,52,0,21.38
studyroom,2017,8,20,15,53,0,21.38
studyroom,2017,8,20,15,54,1,21.38
studyroom,2017,8,20,15,55,1,21.44
studyroom,2017,8,20,15,56,2,21.50
studyroom,2017,8,20,15,57,2,21.50
studyroom,2017,8,20,15,58,3,21.50
studyroom,2017,8,20,15,59,3,21.56
studyroom,2017,8,20,16,0,4,21.56
studyroom,2017,8,20,16,1,4,21.56
studyroom,2017,8,20,16,2,5,21.56
studyroom,2017,8,20,16,3,6,21.56
studyroom,2017,8,20,16,4,6,21.56
studyroom,2017,8,20,16,5,7,21.56
studyroom,2017,8,20,16,6,7,21.56
studyroom,2017,8,20,16,7,8,21.56
studyroom,2017,8,20,16,8,8,21.56
studyroom,2017,8,20,16,9,9,21.56
studyroom,2017,8,20,16,10,9,21.63
studyroom,2017,8,20,16,11,10,21.63
studyroom,2017,8,20,16,12,10,21.63
studyroom,2017,8,20,16,13,11,21.63
studyroom,2017,8,20,16,14,11,21.69
studyroom,2017,8,20,16,15,12,21.69
studyroom,2017,8,20,16,16,12,21.69
studyroom,2017,8,20,16,17,13,21.69
studyroom,2017,8,20,16,18,13,21.63
studyroom,2017,8,20,16,19,14,21.63
studyroom,2017,8,20,16,20,14,21.63
studyroom,2017,8,20,16,21,15,21.63
studyroom,2017,8,20,16,22,16,21.63
studyroom,2017,8,20,16,23,16,21.63
studyroom,2017,8,20,16,24,17,21.56
studyroom,2017,8,20,16,25,17,21.63
studyroom,2017,8,20,16,26,18,21.63
studyroom,2017,8,20,16,27,18,21.69
studyroom,2017,8,20,16,28,19,21.63
studyroom,2017,8,20,16,29,19,21.63
studyroom,2017,8,20,16,30,20,21.56
studyroom,2017,8,20,16,31,20,21.56
studyroom,2017,8,20,16,32,21,21.56
studyroom,2017,8,20,16,33,22,21.50
studyroom,2017,8,20,16,34,22,21.50
studyroom,2017,8,20,16,35,23,21.50
studyroom,2017,8,20,16,36,23,21.50
studyroom,2017,8,20,16,37,24,21.50
studyroom,2017,8,20,16,38,24,21.44
studyroom,2017,8,20,16,39,25,21.50
studyroom,2017,8,20,16,40,25,21.44
studyroom,2017,8,20,16,41,26,21.50
studyroom,2017,8,20,16,42,26,21.56
studyroom,2017,8,20,16,43,27,21.56
studyroom,2017,8,20,16,44,27,21.56
studyroom,2017,8,20,16,45,28,21.50
studyroom,2017,8,20,16,46,28,21.50
studyroom,2017,8,20,16,47,29,21.56
studyroom,2017,8,20,16,48,29,21.56
studyroom,2017,8,20,16,49,30,21.56
studyroom,2017,8,20,16,50,30,21.56
studyroom,2017,8,20,16,51,31,21.56
studyroom,2017,8,20,16,52,31,21.63
studyroom,2017,8,20,16,53,32,21.63
studyroom,2017,8,20,16,54,32,21.56
studyroom,2017,8,20,16,55,33,21.50
studyroom,2017,8,20,16,56,33,21.50
studyroom,2017,8,20,16,57,34,21.50
studyroom,2017,8,20,16,58,34,21.56
studyroom,2017,8,20,16,59,35,21.56
studyroom,2017,8,20,17,0,36,21.56
studyroom,2017,8,20,17,1,36,21.56
studyroom,2017,8,20,17,2,37,21.50
studyroom,2017,8,20,17,3,37,21.50
studyroom,2017,8,20,17,4,38,21.44
studyroom,2017,8,20,17,5,38,21.44
studyroom,2017,8,20,17,6,39,21.44
studyroom,2017,8,20,17,7,39,21.44
studyroom,2017,8,20,17,8,40,21.38
studyroom,2017,8,20,17,9,40,21.31
studyroom,2017,8,20,17,10,41,21.31
studyroom,2017,8,20,17,11,41,21.31
studyroom,2017,8,20,17,12,42,21.31
studyroom,2017,8,20,17,13,42,21.31
studyroom,2017,8,20,17,14,43,21.31
studyroom,2017,8,20,17,15,43,21.38
studyroom,2017,8,20,17,16,44,21.38
studyroom,2017,8,20,17,17,44,21.38
studyroom,2017,8,20,17,18,45,21.31
studyroom,2017,8,20,17,19,45,21.31
studyroom,2017,8,20,17,20,46,21.31
studyroom,2017,8,20,17,21,46,21.31
studyroom,2017,8,20,17,22,47,21.25
studyroom,2017,8,20,17,23,47,21.25
studyroom,2017,8,20,17,24,48,21.25
studyroom,2017,8,20,17,25,48,21.19
studyroom,2017,8,20,17,26,49,21.25
studyroom,2017,8,20,17,27,49,21.19
studyroom,2017,8,20,17,28,50,21.19
studyroom,2017,8,20,17,29,50,21.12
studyroom,2017,8,20,17,30,51,21.19
studyroom,2017,8,20,17,31,52,21.12
studyroom,2017,8,20,17,32,52,21.12
studyroom,2017,8,20,17,33,53,21.12
studyroom,2017,8,20,17,34,53,21.12
studyroom,2017,8,20,17,35,54,21.12
studyroom,2017,8,20,17,36,54,21.12
studyroom,2017,8,20,17,37,55,21.12
studyroom,2017,8,20,17,38,56,21.12
studyroom,2017,8,20,17,39,56,21.12
studyroom,2017,8,20,17,40,57,21.06
studyroom,2017,8,20,17,41,57,21.06
studyroom,2017,8,20,17,42,58,21.12
studyroom,2017,8,20,17,43,59,21.06
studyroom,2017,8,20,17,44,59,21.06
studyroom,2017,8,20,17,46,0,21.12
studyroom,2017,8,20,17,47,0,21.12
studyroom,2017,8,20,17,48,1,21.06
studyroom,2017,8,20,17,49,2,21.06
studyroom,2017,8,20,17,50,2,21.00
studyroom,2017,8,20,17,51,3,21.00
studyroom,2017,8,20,17,52,3,21.06
studyroom,2017,8,20,17,53,4,21.06
studyroom,2017,8,20,17,54,5,21.06
studyroom,2017,8,20,17,55,5,21.00
studyroom,2017,8,20,17,56,6,21.00
studyroom,2017,8,20,17,57,6,21.00
studyroom,2017,8,20,17,58,7,21.06
studyroom,2017,8,20,17,59,8,21.00
studyroom,2017,8,20,18,0,8,21.00
studyroom,2017,8,20,18,1,9,21.00
studyroom,2017,8,20,18,2,10,21.00
studyroom,2017,8,20,18,3,10,21.00
studyroom,2017,8,20,18,4,11,21.00
studyroom,2017,8,20,18,5,12,21.00
studyroom,2017,8,20,18,6,12,21.06
studyroom,2017,8,20,18,7,13,21.00
studyroom,2017,8,20,18,8,13,21.06
studyroom,2017,8,20,18,9,14,21.00
studyroom,2017,8,20,18,10,15,21.00
studyroom,2017,8,20,18,11,15,21.00
studyroom,2017,8,20,18,12,16,21.06
studyroom,2017,8,20,18,13,17,21.00
studyroom,2017,8,20,18,14,17,21.00
studyroom,2017,8,20,18,15,18,21.00
studyroom,2017,8,20,18,16,18,21.00
studyroom,2017,8,20,18,17,19,21.00
studyroom,2017,8,20,18,18,20,20.94
studyroom,2017,8,20,18,19,20,20.94
studyroom,2017,8,20,18,20,21,21.00
studyroom,2017,8,20,18,21,22,21.00
studyroom,2017,8,20,18,22,22,20.94
studyroom,2017,8,20,18,23,23,20.94
studyroom,2017,8,20,18,24,24,20.94
studyroom,2017,8,20,18,25,24,21.00
studyroom,2017,8,20,18,26,25,21.00
studyroom,2017,8,20,18,27,26,21.00
studyroom,2017,8,20,18,28,26,21.06
studyroom,2017,8,20,18,29,27,21.06
studyroom,2017,8,20,18,30,28,21.06
studyroom,2017,8,20,18,31,28,21.06
studyroom,2017,8,20,18,32,29,21.06
studyroom,2017,8,20,18,33,30,21.12
studyroom,2017,8,20,18,34,30,21.12
studyroom,2017,8,20,18,35,31,21.12
studyroom,2017,8,20,18,36,32,21.06
studyroom,2017,8,20,18,37,32,21.06
studyroom,2017,8,20,18,38,33,21.06
studyroom,2017,8,20,18,39,33,21.06
studyroom,2017,8,20,18,40,34,21.06
studyroom,2017,8,20,18,41,35,21.06
studyroom,2017,8,20,18,42,36,21.00
studyroom,2017,8,20,18,43,36,21.00
studyroom,2017,8,20,18,44,37,21.00
studyroom,2017,8,20,18,45,38,21.06
studyroom,2017,8,20,18,46,38,21.06
studyroom,2017,8,20,18,47,39,21.00
studyroom,2017,8,20,18,48,40,21.00
studyroom,2017,8,20,18,49,40,21.00
studyroom,2017,8,20,18,50,41,21.00
studyroom,2017,8,20,18,51,42,21.00
studyroom,2017,8,20,18,52,42,21.00
studyroom,2017,8,20,18,53,43,21.00
studyroom,2017,8,20,18,54,44,20.94
studyroom,2017,8,20,18,55,45,20.94
studyroom,2017,8,20,18,56,45,21.00
studyroom,2017,8,20,18,57,46,20.94
studyroom,2017,8,20,18,58,47,20.94
studyroom,2017,8,20,18,59,47,21.00
studyroom,2017,8,20,19,0,48,20.94
studyroom,2017,8,20,19,1,49,21.00
studyroom,2017,8,20,19,2,49,20.94
studyroom,2017,8,20,19,3,50,20.94
studyroom,2017,8,20,19,4,51,20.94
studyroom,2017,8,20,19,5,51,20.94
studyroom,2017,8,20,19,6,52,20.88
studyroom,2017,8,20,19,7,53,20.94
studyroom,2017,8,20,19,8,54,20.94
studyroom,2017,8,20,19,9,54,20.94
studyroom,2017,8,20,19,10,55,20.94
studyroom,2017,8,20,19,11,56,20.88
studyroom,2017,8,20,19,12,56,20.94
studyroom,2017,8,20,19,13,57,20.88
studyroom,2017,8,20,19,14,58,20.94
studyroom,2017,8,20,19,15,59,20.88
studyroom,2017,8,20,19,16,59,20.94
studyroom,2017,8,20,19,18,0,20.94
studyroom,2017,8,20,19,19,1,20.88
studyroom,2017,8,20,19,20,1,20.88
studyroom,2017,8,20,19,21,2,20.88
studyroom,2017,8,20,19,22,3,20.88
studyroom,2017,8,20,19,23,4,20.88
studyroom,2017,8,20,19,24,4,20.88
studyroom,2017,8,20,19,25,5,20.88
studyroom,2017,8,20,19,26,6,20.88
studyroom,2017,8,20,19,27,7,20.88
studyroom,2017,8,20,19,28,7,20.81
studyroom,2017,8,20,19,29,8,20.81
studyroom,2017,8,20,19,30,9,20.81
studyroom,2017,8,20,19,31,10,20.81
studyroom,2017,8,20,19,32,10,20.88
studyroom,2017,8,20,19,33,11,20.88
studyroom,2017,8,20,19,34,12,20.88
studyroom,2017,8,20,19,35,13,20.81
studyroom,2017,8,20,19,36,14,20.81
studyroom,2017,8,20,19,37,14,20.81
studyroom,2017,8,20,19,38,15,20.81
studyroom,2017,8,20,19,39,16,20.81
studyroom,2017,8,20,19,40,17,20.81
studyroom,2017,8,20,19,41,17,20.81
studyroom,2017,8,20,19,42,18,20.81
studyroom,2017,8,20,19,43,19,20.88
studyroom,2017,8,20,19,44,20,20.88
studyroom,2017,8,20,19,45,20,20.88
studyroom,2017,8,20,19,46,21,20.88
studyroom,2017,8,20,19,47,22,20.88
studyroom,2017,8,20,19,48,22,20.88
studyroom,2017,8,20,19,49,23,20.88
studyroom,2017,8,20,19,50,24,20.88
studyroom,2017,8,20,19,51,25,20.88
studyroom,2017,8,20,19,52,25,20.81
studyroom,2017,8,20,19,53,26,20.88
studyroom,2017,8,20,19,54,27,20.88
studyroom,2017,8,20,19,55,28,20.88
studyroom,2017,8,20,19,56,28,20.88
studyroom,2017,8,20,19,57,29,20.88
studyroom,2017,8,20,19,58,30,20.88
studyroom,2017,8,20,19,59,30,20.88
studyroom,2017,8,20,20,0,31,20.88
studyroom,2017,8,20,20,1,32,20.88
studyroom,2017,8,20,20,2,33,20.88
studyroom,2017,8,20,20,3,33,20.88
