year,month,day,hour,minutes,seconds,temperature(C) 
2017,8,19,4,26,31,20.31
2017,8,19,4,26,41,20.31
2017,8,19,4,26,52,20.31
2017,8,19,4,27,3,20.31
2017,8,19,4,27,13,20.31
2017,8,19,4,27,24,20.31
2017,8,19,4,27,35,20.31
2017,8,19,4,27,46,20.31
2017,8,19,4,27,56,20.31
2017,8,19,4,28,7,20.31
2017,8,19,4,28,18,20.31
2017,8,19,4,28,28,20.31
2017,8,19,4,28,39,20.31
2017,8,19,4,28,50,20.31
2017,8,19,4,29,1,20.31
2017,8,19,4,29,11,20.31
2017,8,19,4,29,22,20.31
2017,8,19,4,29,33,20.31
2017,8,19,4,29,43,20.31
2017,8,19,4,29,54,20.31
2017,8,19,4,30,5,20.31
2017,8,19,4,30,16,20.31
2017,8,19,4,30,26,20.38
2017,8,19,4,30,37,20.38
2017,8,19,4,30,48,20.31
2017,8,19,4,30,58,20.38
2017,8,19,4,31,9,20.31
2017,8,19,4,31,20,20.31
2017,8,19,4,31,31,20.31
2017,8,19,4,31,41,20.31
2017,8,19,4,31,52,20.31
2017,8,19,4,32,3,20.31
2017,8,19,4,32,14,20.31
2017,8,19,4,32,24,20.31
2017,8,19,4,32,35,20.31
2017,8,19,4,32,46,20.31
2017,8,19,4,32,56,20.31
2017,8,19,4,33,7,20.31
2017,8,19,4,33,18,20.31
2017,8,19,4,33,29,20.31
2017,8,19,4,33,39,20.31
2017,8,19,4,33,50,20.31
2017,8,19,4,34,1,20.31
2017,8,19,4,34,11,20.31
2017,8,19,4,34,22,20.31
2017,8,19,4,34,33,20.31
2017,8,19,4,34,44,20.31
2017,8,19,4,34,54,20.31
2017,8,19,4,35,5,20.31
2017,8,19,4,35,16,20.31
2017,8,19,4,35,26,20.31
2017,8,19,4,35,37,20.31
2017,8,19,4,35,48,20.31
2017,8,19,4,35,59,20.31
2017,8,19,4,36,9,20.31
2017,8,19,4,36,20,20.31
2017,8,19,4,36,31,20.31
2017,8,19,4,36,42,20.31
2017,8,19,4,36,52,20.31
2017,8,19,4,37,3,20.31
2017,8,19,4,37,14,20.31
2017,8,19,4,37,24,20.31
2017,8,19,4,37,35,20.31
2017,8,19,4,37,46,20.31
2017,8,19,4,37,57,20.31
2017,8,19,4,38,7,20.31
2017,8,19,4,38,18,20.25
2017,8,19,4,38,29,20.31
2017,8,19,4,38,39,20.31
2017,8,19,4,38,50,20.31
2017,8,19,4,39,1,20.31
2017,8,19,4,39,12,20.31
2017,8,19,4,39,22,20.31
2017,8,19,4,39,33,20.31
2017,8,19,4,39,44,20.31
2017,8,19,4,39,54,20.31
2017,8,19,4,40,5,20.31
2017,8,19,4,40,16,20.31
2017,8,19,4,40,27,20.31
2017,8,19,4,40,37,20.31
2017,8,19,4,40,48,20.31
2017,8,19,4,40,59,20.31
2017,8,19,4,41,9,20.31
2017,8,19,4,41,20,20.31
2017,8,19,4,41,31,20.31
2017,8,19,4,41,42,20.31
2017,8,19,4,41,52,20.31
2017,8,19,4,42,3,20.31
2017,8,19,4,42,14,20.31
2017,8,19,4,42,24,20.31
2017,8,19,4,42,35,20.31
2017,8,19,4,42,46,20.31
2017,8,19,4,42,57,20.31
2017,8,19,4,43,7,20.31
2017,8,19,4,43,18,20.31
2017,8,19,4,43,29,20.31
2017,8,19,4,43,40,20.31
2017,8,19,4,43,50,20.31
2017,8,19,4,44,1,20.31
2017,8,19,4,44,12,20.31
2017,8,19,4,44,22,20.31
2017,8,19,4,44,33,20.31
2017,8,19,4,44,44,20.31
2017,8,19,4,44,55,20.31
2017,8,19,4,45,5,20.31
2017,8,19,4,45,16,20.31
2017,8,19,4,45,27,20.31
2017,8,19,4,45,37,20.31
2017,8,19,4,45,48,20.31
2017,8,19,4,45,59,20.31
2017,8,19,4,46,10,20.31
2017,8,19,4,46,20,20.31
2017,8,19,4,46,31,20.31
2017,8,19,4,46,42,20.31
2017,8,19,4,46,53,20.38
2017,8,19,4,47,3,20.38
2017,8,19,4,47,14,20.38
2017,8,19,4,47,25,20.31
2017,8,19,4,47,35,20.31
2017,8,19,4,47,46,20.38
2017,8,19,4,47,57,20.31
2017,8,19,4,48,8,20.31
2017,8,19,4,48,18,20.38
2017,8,19,4,48,29,20.38
2017,8,19,4,48,40,20.38
2017,8,19,4,48,50,20.38
2017,8,19,4,49,1,20.38
2017,8,19,4,49,12,20.38
2017,8,19,4,49,23,20.31
2017,8,19,4,49,33,20.31
2017,8,19,4,49,44,20.31
2017,8,19,4,49,55,20.38
2017,8,19,4,50,6,20.31
2017,8,19,4,50,16,20.38
2017,8,19,4,50,27,20.31
2017,8,19,4,50,38,20.31
2017,8,19,4,50,48,20.31
2017,8,19,4,50,59,20.31
2017,8,19,4,51,10,20.31
2017,8,19,4,51,21,20.31
2017,8,19,4,51,31,20.31
2017,8,19,4,51,42,20.31
2017,8,19,4,51,53,20.31
2017,8,19,4,52,3,20.31
2017,8,19,4,52,14,20.31
2017,8,19,4,52,25,20.31
2017,8,19,4,52,36,20.31
2017,8,19,4,52,46,20.31
2017,8,19,4,52,57,20.31
2017,8,19,4,53,8,20.31
2017,8,19,4,53,19,20.31
2017,8,19,4,53,29,20.31
2017,8,19,4,53,40,20.31
2017,8,19,4,53,51,20.31
2017,8,19,4,54,1,20.31
2017,8,19,4,54,12,20.31
2017,8,19,4,54,23,20.31
2017,8,19,4,54,34,20.31
2017,8,19,4,54,44,20.31
2017,8,19,4,54,55,20.25
2017,8,19,4,55,6,20.25
2017,8,19,4,55,17,20.31
2017,8,19,4,55,27,20.25
2017,8,19,4,55,38,20.25
2017,8,19,4,55,49,20.31
2017,8,19,4,56,0,20.31
2017,8,19,4,56,10,20.25
2017,8,19,4,56,21,20.25
2017,8,19,4,56,32,20.25
2017,8,19,4,56,43,20.25
2017,8,19,4,56,53,20.25
2017,8,19,4,57,4,20.25
2017,8,19,4,57,15,20.25
2017,8,19,4,57,25,20.25
2017,8,19,4,57,36,20.25
2017,8,19,4,57,47,20.25
2017,8,19,4,57,58,20.25
2017,8,19,4,58,8,20.25
2017,8,19,4,58,19,20.25
2017,8,19,4,58,30,20.25
2017,8,19,4,58,40,20.25
2017,8,19,4,58,51,20.25
2017,8,19,4,59,2,20.25
2017,8,19,4,59,13,20.25
2017,8,19,4,59,23,20.25
2017,8,19,4,59,34,20.25
2017,8,19,4,59,45,20.25
2017,8,19,4,59,55,20.25
2017,8,19,5,0,6,20.25
2017,8,19,5,0,17,20.25
2017,8,19,5,0,28,20.25
2017,8,19,5,0,38,20.25
2017,8,19,5,0,49,20.25
2017,8,19,5,1,0,20.25
2017,8,19,5,1,10,20.25
2017,8,19,5,1,21,20.25
2017,8,19,5,1,32,20.25
2017,8,19,5,1,43,20.25
2017,8,19,5,1,53,20.31
2017,8,19,5,2,4,20.31
2017,8,19,5,2,15,20.31
2017,8,19,5,2,25,20.31
2017,8,19,5,2,36,20.31
2017,8,19,5,2,47,20.31
2017,8,19,5,2,58,20.31
2017,8,19,5,3,8,20.31
2017,8,19,5,3,19,20.31
2017,8,19,5,3,30,20.31
2017,8,19,5,3,40,20.31
2017,8,19,5,3,51,20.31
2017,8,19,5,4,2,20.31
2017,8,19,5,4,13,20.31
2017,8,19,5,4,23,20.31
2017,8,19,5,4,34,20.31
2017,8,19,5,4,45,20.31
2017,8,19,5,4,56,20.31
2017,8,19,5,5,6,20.31
2017,8,19,5,5,17,20.31
2017,8,19,5,5,28,20.31
2017,8,19,5,5,38,20.31
2017,8,19,5,5,49,20.31
2017,8,19,5,6,0,20.31
2017,8,19,5,6,11,20.31
2017,8,19,5,6,21,20.31
2017,8,19,5,6,32,20.31
2017,8,19,5,6,43,20.31
2017,8,19,5,6,53,20.31
2017,8,19,5,7,4,20.31
2017,8,19,5,7,15,20.31
2017,8,19,5,7,26,20.31
2017,8,19,5,7,36,20.31
2017,8,19,5,7,47,20.31
2017,8,19,5,7,58,20.31
2017,8,19,5,8,8,20.31
2017,8,19,5,8,19,20.31
2017,8,19,5,8,30,20.31
2017,8,19,5,8,41,20.31
2017,8,19,5,8,51,20.31
2017,8,19,5,9,2,20.31
2017,8,19,5,9,13,20.31
2017,8,19,5,9,23,20.31
2017,8,19,5,9,34,20.31
2017,8,19,5,9,45,20.25
2017,8,19,5,9,56,20.31
2017,8,19,5,10,6,20.25
2017,8,19,5,10,17,20.25
2017,8,19,5,10,28,20.25
2017,8,19,5,10,39,20.31
2017,8,19,5,10,49,20.31
2017,8,19,5,11,0,20.31
2017,8,19,5,11,11,20.31
2017,8,19,5,11,21,20.31
2017,8,19,5,11,32,20.31
2017,8,19,5,11,43,20.25
2017,8,19,5,11,54,20.25
2017,8,19,5,12,4,20.25
2017,8,19,5,12,15,20.25
2017,8,19,5,12,26,20.25
2017,8,19,5,12,36,20.31
2017,8,19,5,12,47,20.25
2017,8,19,5,12,58,20.25
2017,8,19,5,13,9,20.31
2017,8,19,5,13,19,20.25
2017,8,19,5,13,30,20.25
2017,8,19,5,13,41,20.31
2017,8,19,5,13,51,20.25
2017,8,19,5,14,2,20.25
2017,8,19,5,14,13,20.25
2017,8,19,5,14,24,20.25
2017,8,19,5,14,34,20.25
2017,8,19,5,14,45,20.25
2017,8,19,5,14,56,20.25
2017,8,19,5,15,7,20.25
2017,8,19,5,15,17,20.31
2017,8,19,5,15,28,20.25
2017,8,19,5,15,39,20.25
2017,8,19,5,15,49,20.25
2017,8,19,5,16,0,20.25
2017,8,19,5,16,11,20.25
2017,8,19,5,16,22,20.25
2017,8,19,5,16,32,20.25
2017,8,19,5,16,43,20.25
2017,8,19,5,16,54,20.25
2017,8,19,5,17,5,20.25
2017,8,19,5,17,15,20.25
2017,8,19,5,17,26,20.25
2017,8,19,5,17,37,20.25
2017,8,19,5,17,47,20.25
2017,8,19,5,17,58,20.25
2017,8,19,5,18,9,20.25
2017,8,19,5,18,20,20.25
2017,8,19,5,18,30,20.25
2017,8,19,5,18,41,20.25
2017,8,19,5,18,52,20.25
2017,8,19,5,19,3,20.25
2017,8,19,5,19,13,20.25
2017,8,19,5,19,24,20.25
2017,8,19,5,19,35,20.25
2017,8,19,5,19,45,20.25
2017,8,19,5,19,56,20.25
2017,8,19,5,20,7,20.25
2017,8,19,5,20,18,20.25
2017,8,19,5,20,28,20.25
2017,8,19,5,20,39,20.25
2017,8,19,5,20,50,20.25
2017,8,19,5,21,1,20.25
2017,8,19,5,21,11,20.25
2017,8,19,5,21,22,20.25
2017,8,19,5,21,33,20.25
2017,8,19,5,21,43,20.25
2017,8,19,5,21,54,20.25
2017,8,19,5,22,5,20.25
2017,8,19,5,22,16,20.25
2017,8,19,5,22,26,20.25
2017,8,19,5,22,37,20.25
2017,8,19,5,22,48,20.25
2017,8,19,5,22,59,20.25
2017,8,19,5,23,9,20.25
2017,8,19,5,23,20,20.25
2017,8,19,5,23,31,20.25
2017,8,19,5,23,41,20.25
2017,8,19,5,23,52,20.25
2017,8,19,5,24,3,20.25
2017,8,19,5,24,14,20.25
2017,8,19,5,24,24,20.25
2017,8,19,5,24,35,20.25
2017,8,19,5,24,46,20.25
2017,8,19,5,24,57,20.25
2017,8,19,5,25,7,20.25
2017,8,19,5,25,18,20.25
2017,8,19,5,25,29,20.25
2017,8,19,5,25,39,20.25
2017,8,19,5,25,50,20.25
2017,8,19,5,26,1,20.25
2017,8,19,5,26,12,20.25
2017,8,19,5,26,22,20.25
2017,8,19,5,26,33,20.25
2017,8,19,5,26,44,20.25
2017,8,19,5,26,55,20.25
2017,8,19,5,27,5,20.25
2017,8,19,5,27,16,20.25
2017,8,19,5,27,27,20.25
2017,8,19,5,27,38,20.25
2017,8,19,5,27,48,20.25
2017,8,19,5,27,59,20.25
2017,8,19,5,28,10,20.25
2017,8,19,5,28,20,20.25
2017,8,19,5,28,31,20.25
2017,8,19,5,28,42,20.25
2017,8,19,5,28,53,20.25
2017,8,19,5,29,3,20.25
2017,8,19,5,29,14,20.25
2017,8,19,5,29,25,20.25
2017,8,19,5,29,36,20.25
2017,8,19,5,29,46,20.25
2017,8,19,5,29,57,20.25
2017,8,19,5,30,8,20.25
2017,8,19,5,30,18,20.25
2017,8,19,5,30,29,20.25
2017,8,19,5,30,40,20.25
2017,8,19,5,30,51,20.25
2017,8,19,5,31,1,20.25
2017,8,19,5,31,12,20.19
2017,8,19,5,31,23,20.19
2017,8,19,5,31,33,20.19
2017,8,19,5,31,44,20.19
2017,8,19,5,31,55,20.19
2017,8,19,5,32,6,20.19
2017,8,19,5,32,16,20.25
2017,8,19,5,32,27,20.25
2017,8,19,5,32,38,20.25
2017,8,19,5,32,49,20.25
2017,8,19,5,32,59,20.25
2017,8,19,5,33,10,20.25
2017,8,19,5,33,21,20.25
2017,8,19,5,33,31,20.25
2017,8,19,5,33,42,20.19
2017,8,19,5,33,53,20.19
2017,8,19,5,34,4,20.19
2017,8,19,5,34,14,20.19
2017,8,19,5,34,25,20.19
2017,8,19,5,34,36,20.25
2017,8,19,5,34,46,20.19
2017,8,19,5,34,57,20.19
2017,8,19,5,35,8,20.25
2017,8,19,5,35,19,20.19
2017,8,19,5,35,29,20.25
2017,8,19,5,35,40,20.19
2017,8,19,5,35,51,20.19
2017,8,19,5,36,2,20.19
2017,8,19,5,36,12,20.19
2017,8,19,5,36,23,20.19
2017,8,19,5,36,34,20.19
2017,8,19,5,36,44,20.19
2017,8,19,5,36,55,20.25
2017,8,19,5,37,6,20.25
2017,8,19,5,37,17,20.25
2017,8,19,5,37,27,20.25
2017,8,19,5,37,38,20.25
2017,8,19,5,37,49,20.25
2017,8,19,5,37,59,20.25
2017,8,19,5,38,10,20.25
2017,8,19,5,38,21,20.25
2017,8,19,5,38,32,20.25
2017,8,19,5,38,42,20.25
2017,8,19,5,38,53,20.25
2017,8,19,5,39,4,20.25
2017,8,19,5,39,15,20.25
2017,8,19,5,39,25,20.25
2017,8,19,5,39,36,20.25
2017,8,19,5,39,47,20.25
2017,8,19,5,39,57,20.25
2017,8,19,5,40,8,20.25
2017,8,19,5,40,19,20.25
2017,8,19,5,40,30,20.25
2017,8,19,5,40,40,20.19
2017,8,19,5,40,51,20.19
2017,8,19,5,41,2,20.25
2017,8,19,5,41,12,20.19
2017,8,19,5,41,23,20.19
2017,8,19,5,41,34,20.19
2017,8,19,5,41,45,20.19
2017,8,19,5,41,55,20.19
2017,8,19,5,42,6,20.19
2017,8,19,5,42,17,20.25
2017,8,19,5,42,28,20.19
2017,8,19,5,42,38,20.25
2017,8,19,5,42,49,20.19
2017,8,19,5,43,0,20.19
2017,8,19,5,43,10,20.19
2017,8,19,5,43,21,20.19
2017,8,19,5,43,32,20.19
2017,8,19,5,43,43,20.19
2017,8,19,5,43,53,20.19
2017,8,19,5,44,4,20.19
2017,8,19,5,44,15,20.19
2017,8,19,5,44,26,20.19
2017,8,19,5,44,36,20.19
2017,8,19,5,44,47,20.19
2017,8,19,5,44,58,20.19
2017,8,19,5,45,8,20.19
2017,8,19,5,45,19,20.19
2017,8,19,5,45,30,20.19
2017,8,19,5,45,41,20.19
2017,8,19,5,45,51,20.19
2017,8,19,5,46,2,20.19
2017,8,19,5,46,13,20.19
2017,8,19,5,46,24,20.19
2017,8,19,5,46,34,20.19
2017,8,19,5,46,45,20.19
2017,8,19,5,46,56,20.19
2017,8,19,5,47,6,20.19
2017,8,19,5,47,17,20.19
2017,8,19,5,47,28,20.19
2017,8,19,5,47,39,20.19
2017,8,19,5,47,49,20.19
2017,8,19,5,48,0,20.19
2017,8,19,5,48,11,20.19
2017,8,19,5,48,22,20.19
2017,8,19,5,48,32,20.19
2017,8,19,5,48,43,20.19
2017,8,19,5,48,54,20.19
2017,8,19,5,49,5,20.19
2017,8,19,5,49,15,20.19
2017,8,19,5,49,26,20.19
2017,8,19,5,49,37,20.19
2017,8,19,5,49,47,20.19
2017,8,19,5,49,58,20.19
2017,8,19,5,50,9,20.19
2017,8,19,5,50,20,20.19
2017,8,19,5,50,30,20.19
2017,8,19,5,50,41,20.19
2017,8,19,5,50,52,20.19
2017,8,19,5,51,3,20.19
2017,8,19,5,51,13,20.19
2017,8,19,5,51,24,20.19
2017,8,19,5,51,35,20.19
2017,8,19,5,51,46,20.19
2017,8,19,5,51,56,20.19
2017,8,19,5,52,7,20.19
2017,8,19,5,52,18,20.19
2017,8,19,5,52,28,20.19
2017,8,19,5,52,39,20.19
2017,8,19,5,52,50,20.19
2017,8,19,5,53,1,20.19
2017,8,19,5,53,11,20.19
2017,8,19,5,53,22,20.25
2017,8,19,5,53,33,20.25
2017,8,19,5,53,44,20.25
2017,8,19,5,53,54,20.19
2017,8,19,5,54,5,20.19
2017,8,19,5,54,16,20.19
2017,8,19,5,54,27,20.19
2017,8,19,5,54,37,20.25
2017,8,19,5,54,48,20.19
2017,8,19,5,54,59,20.19
2017,8,19,5,55,9,20.19
2017,8,19,5,55,20,20.19
2017,8,19,5,55,31,20.19
2017,8,19,5,55,42,20.19
2017,8,19,5,55,53,20.19
2017,8,19,5,56,3,20.19
2017,8,19,5,56,14,20.19
2017,8,19,5,56,25,20.19
2017,8,19,5,56,35,20.19
2017,8,19,5,56,46,20.19
2017,8,19,5,56,57,20.19
2017,8,19,5,57,8,20.25
2017,8,19,5,57,18,20.25
2017,8,19,5,57,29,20.19
2017,8,19,5,57,40,20.25
2017,8,19,5,57,50,20.25
2017,8,19,5,58,1,20.19
2017,8,19,5,58,12,20.19
2017,8,19,5,58,23,20.19
2017,8,19,5,58,33,20.19
2017,8,19,5,58,44,20.19
2017,8,19,5,58,55,20.19
2017,8,19,5,59,6,20.19
2017,8,19,5,59,16,20.19
2017,8,19,5,59,27,20.19
2017,8,19,5,59,38,20.19
2017,8,19,5,59,48,20.19
2017,8,19,5,59,59,20.19
2017,8,19,6,0,10,20.19
2017,8,19,6,0,21,20.19
2017,8,19,6,0,31,20.19
2017,8,19,6,0,42,20.19
2017,8,19,6,0,53,20.19
2017,8,19,6,1,4,20.19
2017,8,19,6,1,14,20.19
2017,8,19,6,1,25,20.19
2017,8,19,6,1,36,20.19
2017,8,19,6,1,46,20.13
2017,8,19,6,1,57,20.13
2017,8,19,6,2,8,20.19
2017,8,19,6,2,19,20.13
2017,8,19,6,2,29,20.13
2017,8,19,6,2,40,20.19
2017,8,19,6,2,51,20.13
2017,8,19,6,3,2,20.13
2017,8,19,6,3,12,20.13
2017,8,19,6,3,23,20.13
2017,8,19,6,3,34,20.13
2017,8,19,6,3,44,20.13
2017,8,19,6,3,55,20.13
2017,8,19,6,4,6,20.13
2017,8,19,6,4,17,20.19
2017,8,19,6,4,27,20.13
2017,8,19,6,4,38,20.19
2017,8,19,6,4,49,20.19
2017,8,19,6,5,0,20.19
2017,8,19,6,5,10,20.19
2017,8,19,6,5,21,20.19
2017,8,19,6,5,32,20.19
2017,8,19,6,5,43,20.19
2017,8,19,6,5,53,20.19
2017,8,19,6,6,4,20.19
2017,8,19,6,6,15,20.19
2017,8,19,6,6,25,20.13
2017,8,19,6,6,36,20.19
2017,8,19,6,6,47,20.19
2017,8,19,6,6,58,20.19
2017,8,19,6,7,8,20.19
2017,8,19,6,7,19,20.19
2017,8,19,6,7,30,20.19
2017,8,19,6,7,41,20.19
2017,8,19,6,7,51,20.19
2017,8,19,6,8,2,20.19
2017,8,19,6,8,13,20.19
2017,8,19,6,8,23,20.19
2017,8,19,6,8,34,20.19
2017,8,19,6,8,45,20.19
2017,8,19,6,8,56,20.19
2017,8,19,6,9,6,20.19
2017,8,19,6,9,17,20.19
2017,8,19,6,9,28,20.19
2017,8,19,6,9,39,20.19
2017,8,19,6,9,49,20.19
2017,8,19,6,10,0,20.19
2017,8,19,6,10,11,20.13
2017,8,19,6,10,21,20.13
2017,8,19,6,10,32,20.13
2017,8,19,6,10,43,20.13
2017,8,19,6,10,54,20.13
2017,8,19,6,11,4,20.13
2017,8,19,6,11,15,20.13
2017,8,19,6,11,26,20.13
2017,8,19,6,11,37,20.13
2017,8,19,6,11,47,20.13
2017,8,19,6,11,58,20.13
2017,8,19,6,12,9,20.13
2017,8,19,6,12,19,20.13
2017,8,19,6,12,30,20.13
2017,8,19,6,12,41,20.13
2017,8,19,6,12,52,20.13
2017,8,19,6,13,2,20.13
2017,8,19,6,13,13,20.13
2017,8,19,6,13,24,20.13
2017,8,19,6,13,35,20.13
2017,8,19,6,13,45,20.13
2017,8,19,6,13,56,20.13
2017,8,19,6,14,7,20.13
2017,8,19,6,14,17,20.13
2017,8,19,6,14,28,20.13
2017,8,19,6,14,39,20.13
2017,8,19,6,14,50,20.13
2017,8,19,6,15,0,20.13
2017,8,19,6,15,11,20.06
2017,8,19,6,15,22,20.06
2017,8,19,6,15,33,20.13
2017,8,19,6,15,43,20.13
2017,8,19,6,15,54,20.13
2017,8,19,6,16,5,20.13
2017,8,19,6,16,15,20.06
2017,8,19,6,16,26,20.13
2017,8,19,6,16,37,20.13
2017,8,19,6,16,48,20.13
2017,8,19,6,16,58,20.06
2017,8,19,6,17,9,20.06
2017,8,19,6,17,20,20.06
2017,8,19,6,17,31,20.06
2017,8,19,6,17,41,20.06
2017,8,19,6,17,52,20.06
2017,8,19,6,18,3,20.06
2017,8,19,6,18,13,20.06
2017,8,19,6,18,24,20.06
2017,8,19,6,18,35,20.06
2017,8,19,6,18,46,20.06
2017,8,19,6,18,56,20.06
2017,8,19,6,19,7,20.06
2017,8,19,6,19,18,20.06
2017,8,19,6,19,29,20.06
2017,8,19,6,19,39,20.06
2017,8,19,6,19,50,20.06
2017,8,19,6,20,1,20.06
2017,8,19,6,20,11,20.06
2017,8,19,6,20,22,20.06
2017,8,19,6,20,33,20.06
2017,8,19,6,20,44,20.06
2017,8,19,6,20,54,20.06
2017,8,19,6,21,5,20.06
2017,8,19,6,21,16,20.06
2017,8,19,6,21,27,20.06
2017,8,19,6,21,37,20.06
2017,8,19,6,21,48,20.06
2017,8,19,6,21,59,20.06
2017,8,19,6,22,10,20.06
2017,8,19,6,22,20,20.06
2017,8,19,6,22,31,20.06
2017,8,19,6,22,42,20.06
2017,8,19,6,22,52,20.06
2017,8,19,6,23,3,20.06
2017,8,19,6,23,14,20.06
2017,8,19,6,23,25,20.06
2017,8,19,6,23,35,20.06
2017,8,19,6,23,46,20.06
2017,8,19,6,23,57,20.06
2017,8,19,6,24,8,20.06
2017,8,19,6,24,18,20.06
2017,8,19,6,24,29,20.00
2017,8,19,6,24,40,20.00
2017,8,19,6,24,51,20.00
2017,8,19,6,25,1,20.00
2017,8,19,6,25,12,20.00
2017,8,19,6,25,23,20.06
2017,8,19,6,25,34,20.06
2017,8,19,6,25,44,20.06
2017,8,19,6,25,55,20.00
2017,8,19,6,26,6,20.06
2017,8,19,6,26,17,20.00
2017,8,19,6,26,27,20.06
2017,8,19,6,26,38,20.06
2017,8,19,6,26,49,20.06
2017,8,19,6,27,0,20.06
2017,8,19,6,27,10,20.06
2017,8,19,6,27,21,20.06
2017,8,19,6,27,32,20.06
2017,8,19,6,27,43,20.06
2017,8,19,6,27,53,20.06
2017,8,19,6,28,4,20.06
2017,8,19,6,28,15,20.06
2017,8,19,6,28,25,20.06
2017,8,19,6,28,36,20.06
2017,8,19,6,28,47,20.06
2017,8,19,6,28,58,20.06
2017,8,19,6,29,8,20.06
2017,8,19,6,29,19,20.06
2017,8,19,6,29,30,20.06
2017,8,19,6,29,41,20.13
2017,8,19,6,29,51,20.13
2017,8,19,6,30,2,20.13
2017,8,19,6,30,13,20.13
2017,8,19,6,30,24,20.06
2017,8,19,6,30,34,20.13
2017,8,19,6,30,45,20.06
2017,8,19,6,30,56,20.06
2017,8,19,6,31,6,20.06
2017,8,19,6,31,17,20.06
2017,8,19,6,31,28,20.06
2017,8,19,6,31,39,20.06
2017,8,19,6,31,49,20.06
2017,8,19,6,32,0,20.06
2017,8,19,6,32,11,20.06
2017,8,19,6,32,22,20.06
2017,8,19,6,32,32,20.06
2017,8,19,6,32,43,20.06
2017,8,19,6,32,54,20.06
2017,8,19,6,33,5,20.06
2017,8,19,6,33,15,20.06
2017,8,19,6,33,26,20.06
2017,8,19,6,33,37,20.06
2017,8,19,6,33,47,20.06
2017,8,19,6,33,58,20.06
2017,8,19,6,34,9,20.06
2017,8,19,6,34,20,20.06
2017,8,19,6,34,30,20.06
2017,8,19,6,34,41,20.06
2017,8,19,6,34,52,20.06
2017,8,19,6,35,3,20.06
2017,8,19,6,35,13,20.06
2017,8,19,6,35,24,20.06
2017,8,19,6,35,35,20.06
2017,8,19,6,35,46,20.06
2017,8,19,6,35,56,20.06
2017,8,19,6,36,7,20.06
2017,8,19,6,36,18,20.06
2017,8,19,6,36,28,20.06
2017,8,19,6,36,39,20.06
2017,8,19,6,36,50,20.06
2017,8,19,6,37,1,20.06
2017,8,19,6,37,11,20.06
2017,8,19,6,37,22,20.00
2017,8,19,6,37,33,20.06
2017,8,19,6,37,44,20.00
2017,8,19,6,37,54,20.00
2017,8,19,6,38,5,20.00
2017,8,19,6,38,16,20.06
2017,8,19,6,38,27,20.06
2017,8,19,6,38,37,20.06
2017,8,19,6,38,48,20.13
2017,8,19,6,38,59,20.06
2017,8,19,6,39,9,20.06
2017,8,19,6,39,20,20.06
2017,8,19,6,39,31,20.06
2017,8,19,6,39,42,20.06
2017,8,19,6,39,52,20.06
2017,8,19,6,40,3,20.06
2017,8,19,6,40,14,20.06
2017,8,19,6,40,25,20.06
2017,8,19,6,40,35,20.06
2017,8,19,6,40,46,20.06
2017,8,19,6,40,57,20.06
2017,8,19,6,41,8,20.06
2017,8,19,6,41,18,20.06
2017,8,19,6,41,29,20.13
2017,8,19,6,41,40,20.06
2017,8,19,6,41,51,20.06
2017,8,19,6,42,1,20.06
2017,8,19,6,42,12,20.06
2017,8,19,6,42,23,20.06
2017,8,19,6,42,34,20.06
2017,8,19,6,42,44,20.06
2017,8,19,6,42,55,20.06
2017,8,19,6,43,6,20.00
2017,8,19,6,43,16,20.00
2017,8,19,6,43,27,20.06
2017,8,19,6,43,38,20.06
2017,8,19,6,43,49,20.06
2017,8,19,6,43,59,20.06
2017,8,19,6,44,10,20.06
2017,8,19,6,44,21,20.06
2017,8,19,6,44,32,20.06
2017,8,19,6,44,42,20.00
2017,8,19,6,44,53,20.06
2017,8,19,6,45,4,20.00
2017,8,19,6,45,15,20.00
2017,8,19,6,45,25,20.06
2017,8,19,6,45,36,20.00
2017,8,19,6,45,47,20.00
2017,8,19,6,45,58,20.00
2017,8,19,6,46,8,20.06
2017,8,19,6,46,19,20.06
2017,8,19,6,46,30,20.06
2017,8,19,6,46,41,20.00
2017,8,19,6,46,51,20.00
2017,8,19,6,47,2,20.00
2017,8,19,6,47,13,20.00
2017,8,19,6,47,24,20.00
2017,8,19,6,47,34,20.00
2017,8,19,6,47,45,20.00
2017,8,19,6,47,56,20.00
2017,8,19,6,48,7,20.00
2017,8,19,6,48,17,20.00
2017,8,19,6,48,28,20.00
2017,8,19,6,48,39,20.00
2017,8,19,6,48,50,20.00
2017,8,19,6,49,0,20.00
2017,8,19,6,49,11,20.00
2017,8,19,6,49,22,20.00
2017,8,19,6,49,32,20.00
2017,8,19,6,49,43,20.00
2017,8,19,6,49,54,20.00
2017,8,19,6,50,5,20.00
2017,8,19,6,50,15,20.00
2017,8,19,6,50,26,20.00
2017,8,19,6,50,37,20.00
2017,8,19,6,50,48,20.00
2017,8,19,6,50,58,20.00
2017,8,19,6,51,9,20.00
2017,8,19,6,51,20,20.00
2017,8,19,6,51,31,20.00
2017,8,19,6,51,41,20.00
2017,8,19,6,51,52,20.00
2017,8,19,6,52,3,20.00
2017,8,19,6,52,14,20.00
2017,8,19,6,52,24,20.00
2017,8,19,6,52,35,20.00
2017,8,19,6,52,46,20.00
2017,8,19,6,52,57,20.00
2017,8,19,6,53,7,20.00
2017,8,19,6,53,18,20.00
